line_id	line
7925	"sir.  We must up Burtons and break out.

Up Burtons and break out?  Now that we are nearing Japan; heave-to"
7926	"here for a week to tinker a parcel of old hoops?

Either do that, sir, or waste in one day more oil than we may make"
7927	good in a year.  What we come twenty thousand miles to get is worth
7928	"saving, sir.

So it is, so it is; if we get it.

I was speaking of the oil in the hold, sir.

And I was not speaking or thinking of that at all.  Begone!  Let it"
7929	leak!  I'm all aleak myself.  Aye! leaks in leaks! not only full of
7930	leaky casks, but those leaky casks are in a leaky ship; and that's a
7931	far worse plight than the Pequod's, man.  Yet I don't stop to plug my
7932	leak; for who can find it in the deep-loaded hull; or how hope to
7933	plug it, even if found, in this life's howling gale?  Starbuck!
7934	"I'll not have the Burtons hoisted.

What will the owners say, sir?

Let the owners stand on Nantucket beach and outyell the Typhoons."
7935	What cares Ahab?  Owners, owners?  Thou art always prating to me,
7936	Starbuck, about those miserly owners, as if the owners were my
7937	conscience.  But look ye, the only real owner of anything is its
7938	commander; and hark ye, my conscience is in this ship's keel.--On
7939	"deck!

Captain Ahab, said the reddening mate, moving further into the
cabin, with a daring so strangely respectful and cautious that it
almost seemed not only every way seeking to avoid the slightest
outward manifestation of itself, but within also seemed more than
half distrustful of itself; A better man than I might well pass over"
7940	in thee what he would quickly enough resent in a younger man; aye,
7941	"and in a happier, Captain Ahab.

Devils!  Dost thou then so much as dare to critically think of"
7942	"me?--On deck!

Nay, sir, not yet; I do entreat.  And I do dare, sir--to be"
7943	forbearing!  Shall we not understand each other better than hitherto,
7944	"Captain Ahab?

Ahab seized a loaded musket from the rack (forming part of most
South-Sea-men's cabin furniture), and pointing it towards Starbuck,
exclaimed: There is one God that is Lord over the earth, and one"
7945	"Captain that is lord over the Pequod.--On deck!

For an instant in the flashing eyes of the mate, and his fiery
cheeks, you would have almost thought that he had really received the
blaze of the levelled tube.  But, mastering his emotion, he half
calmly rose, and as he quitted the cabin, paused for an instant and
said: Thou hast outraged, not insulted me, sir; but for that I ask"
7946	thee not to beware of Starbuck; thou wouldst but laugh; but let Ahab
7947	"beware of Ahab; beware of thyself, old man.

He waxes brave, but nevertheless obeys; most careful bravery that!
murmured Ahab, as Starbuck disappeared.  What's that he said--Ahab"
7948	"beware of Ahab--there's something there!  Then unconsciously using
the musket for a staff, with an iron brow he paced to and fro in the
little cabin; but presently the thick plaits of his forehead relaxed,
and returning the gun to the rack, he went to the deck.

Thou art but too good a fellow, Starbuck, he said lowly to the
mate; then raising his voice to the crew: Furl the t'gallant-sails,"
7949	and close-reef the top-sails, fore and aft; back the main-yard; up
7950	"Burton, and break out in the main-hold.

It were perhaps vain to surmise exactly why it was, that as
respecting Starbuck, Ahab thus acted.  It may have been a flash of
honesty in him; or mere prudential policy which, under the
circumstance, imperiously forbade the slightest symptom of open
disaffection, however transient, in the important chief officer of
his ship.  However it was, his orders were executed; and the Burtons
were hoisted.



CHAPTER 110

Queequeg in His Coffin.


Upon searching, it was found that the casks last struck into the hold
were perfectly sound, and that the leak must be further off.  So, it
being calm weather, they broke out deeper and deeper, disturbing the
slumbers of the huge ground-tier butts; and from that black midnight
sending those gigantic moles into the daylight above.  So deep did
they go; and so ancient, and corroded, and weedy the aspect of the
lowermost puncheons, that you almost looked next for some mouldy
corner-stone cask containing coins of Captain Noah, with copies of
the posted placards, vainly warning the infatuated old world from the
flood.  Tierce after tierce, too, of water, and bread, and beef, and
shooks of staves, and iron bundles of hoops, were hoisted out, till
at last the piled decks were hard to get about; and the hollow hull
echoed under foot, as if you were treading over empty catacombs, and
reeled and rolled in the sea like an air-freighted demijohn.
Top-heavy was the ship as a dinnerless student with all Aristotle in
his head.  Well was it that the Typhoons did not visit them then.

Now, at this time it was that my poor pagan companion, and fast
bosom-friend, Queequeg, was seized with a fever, which brought him
nigh to his endless end.

Be it said, that in this vocation of whaling, sinecures are unknown;
dignity and danger go hand in hand; till you get to be Captain, the
higher you rise the harder you toil.  So with poor Queequeg, who, as
harpooneer, must not only face all the rage of the living whale,
but--as we have elsewhere seen--mount his dead back in a rolling sea;
and finally descend into the gloom of the hold, and bitterly sweating
all day in that subterraneous confinement, resolutely manhandle the
clumsiest casks and see to their stowage.  To be short, among
whalemen, the harpooneers are the holders, so called.

Poor Queequeg! when the ship was about half disembowelled, you should
have stooped over the hatchway, and peered down upon him there;
where, stripped to his woollen drawers, the tattooed savage was
crawling about amid that dampness and slime, like a green spotted
lizard at the bottom of a well.  And a well, or an ice-house, it
somehow proved to him, poor pagan; where, strange to say, for all the
heat of his sweatings, he caught a terrible chill which lapsed into a
fever; and at last, after some days' suffering, laid him in his
hammock, close to the very sill of the door of death.  How he wasted
and wasted away in those few long-lingering days, till there seemed
but little left of him but his frame and tattooing.  But as all else
in him thinned, and his cheek-bones grew sharper, his eyes,
nevertheless, seemed growing fuller and fuller; they became of a
strange softness of lustre; and mildly but deeply looked out at you
there from his sickness, a wondrous testimony to that immortal health
in him which could not die, or be weakened.  And like circles on the
water, which, as they grow fainter, expand; so his eyes seemed
rounding and rounding, like the rings of Eternity.  An awe that
cannot be named would steal over you as you sat by the side of this
waning savage, and saw as strange things in his face, as any beheld
who were bystanders when Zoroaster died.  For whatever is truly
wondrous and fearful in man, never yet was put into words or books.
And the drawing near of Death, which alike levels all, alike
impresses all with a last revelation, which only an author from the
dead could adequately tell.  So that--let us say it again--no dying
Chaldee or Greek had higher and holier thoughts than those, whose
mysterious shades you saw creeping over the face of poor Queequeg, as
he quietly lay in his swaying hammock, and the rolling sea seemed
gently rocking him to his final rest, and the ocean's invisible
flood-tide lifted him higher and higher towards his destined heaven.

Not a man of the crew but gave him up; and, as for Queequeg himself,
what he thought of his case was forcibly shown by a curious favour he
asked.  He called one to him in the grey morning watch, when the day
was just breaking, and taking his hand, said that while in Nantucket
he had chanced to see certain little canoes of dark wood, like the
rich war-wood of his native isle; and upon inquiry, he had learned
that all whalemen who died in Nantucket, were laid in those same dark
canoes, and that the fancy of being so laid had much pleased him; for
it was not unlike the custom of his own race, who, after embalming a
dead warrior, stretched him out in his canoe, and so left him to be
floated away to the starry archipelagoes; for not only do they
believe that the stars are isles, but that far beyond all visible
horizons, their own mild, uncontinented seas, interflow with the blue
heavens; and so form the white breakers of the milky way.  He added,
that he shuddered at the thought of being buried in his hammock,
according to the usual sea-custom, tossed like something vile to the
death-devouring sharks.  No: he desired a canoe like those of
Nantucket, all the more congenial to him, being a whaleman, that like
a whale-boat these coffin-canoes were without a keel; though that
involved but uncertain steering, and much lee-way adown the dim ages.

Now, when this strange circumstance was made known aft, the carpenter
was at once commanded to do Queequeg's bidding, whatever it might
include.  There was some heathenish, coffin-coloured old lumber
aboard, which, upon a long previous voyage, had been cut from the
aboriginal groves of the Lackaday islands, and from these dark planks
the coffin was recommended to be made.  No sooner was the carpenter
apprised of the order, than taking his rule, he forthwith with all
the indifferent promptitude of his character, proceeded into the
forecastle and took Queequeg's measure with great accuracy, regularly
chalking Queequeg's person as he shifted the rule.

Ah! poor fellow! he'll have to die now, ejaculated the Long Island
sailor.

Going to his vice-bench, the carpenter for convenience sake and
general reference, now transferringly measured on it the exact length
the coffin was to be, and then made the transfer permanent by cutting
two notches at its extremities.  This done, he marshalled the planks
and his tools, and to work.

When the last nail was driven, and the lid duly planed and fitted, he
lightly shouldered the coffin and went forward with it, inquiring
whether they were ready for it yet in that direction.

Overhearing the indignant but half-humorous cries with which the
people on deck began to drive the coffin away, Queequeg, to every
one's consternation, commanded that the thing should be instantly
brought to him, nor was there any denying him; seeing that, of all
mortals, some dying men are the most tyrannical; and certainly, since
they will shortly trouble us so little for evermore, the poor fellows
ought to be indulged.

Leaning over in his hammock, Queequeg long regarded the coffin with
an attentive eye.  He then called for his harpoon, had the wooden
stock drawn from it, and then had the iron part placed in the coffin
along with one of the paddles of his boat.  All by his own request,
also, biscuits were then ranged round the sides within: a flask of
fresh water was placed at the head, and a small bag of woody earth
scraped up in the hold at the foot; and a piece of sail-cloth being
rolled up for a pillow, Queequeg now entreated to be lifted into his
final bed, that he might make trial of its comforts, if any it had.
He lay without moving a few minutes, then told one to go to his bag
and bring out his little god, Yojo.  Then crossing his arms on his
breast with Yojo between, he called for the coffin lid (hatch he
called it) to be placed over him.  The head part turned over with a
leather hinge, and there lay Queequeg in his coffin with little but
his composed countenance in view.  Rarmai (it will do; it is easy),
he murmured at last, and signed to be replaced in his hammock.

But ere this was done, Pip, who had been slily hovering near by all
this while, drew nigh to him where he lay, and with soft sobbings,
took him by the hand; in the other, holding his tambourine.

Poor rover! will ye never have done with all this weary roving?"
7951	where go ye now?  But if the currents carry ye to those sweet
7952	Antilles where the beaches are only beat with water-lilies, will ye
7953	do one little errand for me?  Seek out one Pip, who's now been
7954	missing long: I think he's in those far Antilles.  If ye find him,
7955	then comfort him; for he must be very sad; for look! he's left his
7956	tambourine behind;--I found it.  Rig-a-dig, dig, dig!  Now, Queequeg,
7957	"die; and I'll beat ye your dying march.

I have heard, murmured Starbuck, gazing down the scuttle, that in"
7958	violent fevers, men, all ignorance, have talked in ancient tongues;
7959	and that when the mystery is probed, it turns out always that in
7960	their wholly forgotten childhood those ancient tongues had been
7961	really spoken in their hearing by some lofty scholars.  So, to my
7962	fond faith, poor Pip, in this strange sweetness of his lunacy, brings
7963	heavenly vouchers of all our heavenly homes.  Where learned he that,
7964	"but there?--Hark! he speaks again: but more wildly now.

Form two and two!  Let's make a General of him!  Ho, where's his"
7965	harpoon?  Lay it across here.--Rig-a-dig, dig, dig! huzza!  Oh for a
7966	game cock now to sit upon his head and crow!  Queequeg dies
7967	game!--mind ye that; Queequeg dies game!--take ye good heed of that;
7968	Queequeg dies game!  I say; game, game, game! but base little Pip, he
7969	died a coward; died all a'shiver;--out upon Pip!  Hark ye; if ye find
7970	Pip, tell all the Antilles he's a runaway; a coward, a coward, a
7971	coward!  Tell them he jumped from a whale-boat!  I'd never beat my
7972	tambourine over base Pip, and hail him General, if he were once more
7973	dying here.  No, no! shame upon all cowards--shame upon them!  Let 'em
7974	"go drown like Pip, that jumped from a whale-boat.  Shame! shame!

During all this, Queequeg lay with closed eyes, as if in a dream.
Pip was led away, and the sick man was replaced in his hammock.

But now that he had apparently made every preparation for death; now
that his coffin was proved a good fit, Queequeg suddenly rallied;
soon there seemed no need of the carpenter's box: and thereupon,
when some expressed their delighted surprise, he, in substance, said,
that the cause of his sudden convalescence was this;--at a critical
moment, he had just recalled a little duty ashore, which he was
leaving undone; and therefore had changed his mind about dying: he
could not die yet, he averred.  They asked him, then, whether to live
or die was a matter of his own sovereign will and pleasure.  He
answered, certainly.  In a word, it was Queequeg's conceit, that if a
man made up his mind to live, mere sickness could not kill him:
nothing but a whale, or a gale, or some violent, ungovernable,
unintelligent destroyer of that sort.

Now, there is this noteworthy difference between savage and
civilized; that while a sick, civilized man may be six months
convalescing, generally speaking, a sick savage is almost half-well
again in a day.  So, in good time my Queequeg gained strength; and at
length after sitting on the windlass for a few indolent days (but
eating with a vigorous appetite) he suddenly leaped to his feet,
threw out his arms and legs, gave himself a good stretching, yawned
a little bit, and then springing into the head of his hoisted boat,
and poising a harpoon, pronounced himself fit for a fight.

With a wild whimsiness, he now used his coffin for a sea-chest; and
emptying into it his canvas bag of clothes, set them in order there.
Many spare hours he spent, in carving the lid with all manner of
grotesque figures and drawings; and it seemed that hereby he was
striving, in his rude way, to copy parts of the twisted tattooing on
his body.  And this tattooing had been the work of a departed
prophet and seer of his island, who, by those hieroglyphic marks, had
written out on his body a complete theory of the heavens and the
earth, and a mystical treatise on the art of attaining truth; so that
Queequeg in his own proper person was a riddle to unfold; a wondrous
work in one volume; but whose mysteries not even himself could read,
though his own live heart beat against them; and these mysteries were
therefore destined in the end to moulder away with the living
parchment whereon they were inscribed, and so be unsolved to the
last.  And this thought it must have been which suggested to Ahab
that wild exclamation of his, when one morning turning away from
surveying poor Queequeg--Oh, devilish tantalization of the gods!



CHAPTER 111

The Pacific.


When gliding by the Bashee isles we emerged at last upon the great
South Sea; were it not for other things, I could have greeted my dear
Pacific with uncounted thanks, for now the long supplication of my
youth was answered; that serene ocean rolled eastwards from me a
thousand leagues of blue.

There is, one knows not what sweet mystery about this sea, whose
gently awful stirrings seem to speak of some hidden soul beneath;
like those fabled undulations of the Ephesian sod over the buried
Evangelist St. John.  And meet it is, that over these sea-pastures,
wide-rolling watery prairies and Potters' Fields of all four
continents, the waves should rise and fall, and ebb and flow
unceasingly; for here, millions of mixed shades and shadows, drowned
dreams, somnambulisms, reveries; all that we call lives and souls,
lie dreaming, dreaming, still; tossing like slumberers in their beds;
the ever-rolling waves but made so by their restlessness.

To any meditative Magian rover, this serene Pacific, once beheld,
must ever after be the sea of his adoption.  It rolls the midmost
waters of the world, the Indian ocean and Atlantic being but its
arms.  The same waves wash the moles of the new-built Californian
towns, but yesterday planted by the recentest race of men, and lave
the faded but still gorgeous skirts of Asiatic lands, older than
Abraham; while all between float milky-ways of coral isles, and
low-lying, endless, unknown Archipelagoes, and impenetrable Japans.
Thus this mysterious, divine Pacific zones the world's whole bulk
about; makes all coasts one bay to it; seems the tide-beating heart
of earth.  Lifted by those eternal swells, you needs must own the
seductive god, bowing your head to Pan.

But few thoughts of Pan stirred Ahab's brain, as standing like an
iron statue at his accustomed place beside the mizen rigging, with
one nostril he unthinkingly snuffed the sugary musk from the Bashee
isles (in whose sweet woods mild lovers must be walking), and with
the other consciously inhaled the salt breath of the new found sea;
that sea in which the hated White Whale must even then be swimming.
Launched at length upon these almost final waters, and gliding
towards the Japanese cruising-ground, the old man's purpose
intensified itself.  His firm lips met like the lips of a vice; the
Delta of his forehead's veins swelled like overladen brooks; in his
very sleep, his ringing cry ran through the vaulted hull, Stern all!"
7975	"the White Whale spouts thick blood!



CHAPTER 112

The Blacksmith.


Availing himself of the mild, summer-cool weather that now reigned
in these latitudes, and in preparation for the peculiarly active
pursuits shortly to be anticipated, Perth, the begrimed, blistered
old blacksmith, had not removed his portable forge to the hold again,
after concluding his contributory work for Ahab's leg, but still
retained it on deck, fast lashed to ringbolts by the foremast; being
now almost incessantly invoked by the headsmen, and harpooneers, and
bowsmen to do some little job for them; altering, or repairing, or
new shaping their various weapons and boat furniture.  Often he would
be surrounded by an eager circle, all waiting to be served; holding
boat-spades, pike-heads, harpoons, and lances, and jealously watching
his every sooty movement, as he toiled.  Nevertheless, this old man's
was a patient hammer wielded by a patient arm.  No murmur, no
impatience, no petulance did come from him.  Silent, slow, and
solemn; bowing over still further his chronically broken back, he
toiled away, as if toil were life itself, and the heavy beating of
his hammer the heavy beating of his heart.  And so it was.--Most
miserable!

A peculiar walk in this old man, a certain slight but painful
appearing yawing in his gait, had at an early period of the voyage
excited the curiosity of the mariners.  And to the importunity of
their persisted questionings he had finally given in; and so it came
to pass that every one now knew the shameful story of his wretched
fate.

Belated, and not innocently, one bitter winter's midnight, on the
road running between two country towns, the blacksmith half-stupidly
felt the deadly numbness stealing over him, and sought refuge in a
leaning, dilapidated barn.  The issue was, the loss of the
extremities of both feet.  Out of this revelation, part by part, at
last came out the four acts of the gladness, and the one long, and as
yet uncatastrophied fifth act of the grief of his life's drama.

He was an old man, who, at the age of nearly sixty, had postponedly
encountered that thing in sorrow's technicals called ruin.  He had
been an artisan of famed excellence, and with plenty to do; owned a
house and garden; embraced a youthful, daughter-like, loving wife,
and three blithe, ruddy children; every Sunday went to a
cheerful-looking church, planted in a grove.  But one night, under
cover of darkness, and further concealed in a most cunning
disguisement, a desperate burglar slid into his happy home, and
robbed them all of everything.  And darker yet to tell, the
blacksmith himself did ignorantly conduct this burglar into his
family's heart.  It was the Bottle Conjuror!  Upon the opening of
that fatal cork, forth flew the fiend, and shrivelled up his home.
Now, for prudent, most wise, and economic reasons, the blacksmith's
shop was in the basement of his dwelling, but with a separate
entrance to it; so that always had the young and loving healthy wife
listened with no unhappy nervousness, but with vigorous pleasure, to
the stout ringing of her young-armed old husband's hammer; whose
reverberations, muffled by passing through the floors and walls, came
up to her, not unsweetly, in her nursery; and so, to stout Labor's
iron lullaby, the blacksmith's infants were rocked to slumber.

Oh, woe on woe!  Oh, Death, why canst thou not sometimes be timely?
Hadst thou taken this old blacksmith to thyself ere his full ruin
came upon him, then had the young widow had a delicious grief, and
her orphans a truly venerable, legendary sire to dream of in their
after years; and all of them a care-killing competency.  But Death
plucked down some virtuous elder brother, on whose whistling daily
toil solely hung the responsibilities of some other family, and left
the worse than useless old man standing, till the hideous rot of life
should make him easier to harvest.

Why tell the whole?  The blows of the basement hammer every day grew
more and more between; and each blow every day grew fainter than the
last; the wife sat frozen at the window, with tearless eyes,
glitteringly gazing into the weeping faces of her children; the
bellows fell; the forge choked up with cinders; the house was sold;
the mother dived down into the long church-yard grass; her children
twice followed her thither; and the houseless, familyless old man
staggered off a vagabond in crape; his every woe unreverenced; his
grey head a scorn to flaxen curls!

Death seems the only desirable sequel for a career like this; but
Death is only a launching into the region of the strange Untried; it
is but the first salutation to the possibilities of the immense
Remote, the Wild, the Watery, the Unshored; therefore, to the
death-longing eyes of such men, who still have left in them some
interior compunctions against suicide, does the all-contributed and
all-receptive ocean alluringly spread forth his whole plain of
unimaginable, taking terrors, and wonderful, new-life adventures; and
from the hearts of infinite Pacifics, the thousand mermaids sing to
them--Come hither, broken-hearted; here is another life without the"
7976	guilt of intermediate death; here are wonders supernatural, without
7977	dying for them.  Come hither! bury thyself in a life which, to your
7978	now equally abhorred and abhorring, landed world, is more oblivious
7979	than death.  Come hither! put up THY gravestone, too, within the
7980	"churchyard, and come hither, till we marry thee!

Hearkening to these voices, East and West, by early sunrise, and by
fall of eve, the blacksmith's soul responded, Aye, I come!  And so
Perth went a-whaling.



CHAPTER 113

The Forge.


With matted beard, and swathed in a bristling shark-skin apron, about
mid-day, Perth was standing between his forge and anvil, the latter
placed upon an iron-wood log, with one hand holding a pike-head in
the coals, and with the other at his forge's lungs, when Captain Ahab
came along, carrying in his hand a small rusty-looking leathern bag.
While yet a little distance from the forge, moody Ahab paused; till
at last, Perth, withdrawing his iron from the fire, began hammering
it upon the anvil--the red mass sending off the sparks in thick
hovering flights, some of which flew close to Ahab.

Are these thy Mother Carey's chickens, Perth? they are always flying"
7981	in thy wake; birds of good omen, too, but not to all;--look here,
7982	"they burn; but thou--thou liv'st among them without a scorch.

Because I am scorched all over, Captain Ahab, answered Perth,
resting for a moment on his hammer; I am past scorching; not easily"
7983	"can'st thou scorch a scar.

Well, well; no more.  Thy shrunk voice sounds too calmly, sanely"
7984	woeful to me.  In no Paradise myself, I am impatient of all misery in
7985	others that is not mad.  Thou should'st go mad, blacksmith; say, why
7986	dost thou not go mad?  How can'st thou endure without being mad?  Do
7987	the heavens yet hate thee, that thou can'st not go mad?--What wert
7988	"thou making there?

Welding an old pike-head, sir; there were seams and dents in it.

And can'st thou make it all smooth again, blacksmith, after such"
7989	"hard usage as it had?

I think so, sir.

And I suppose thou can'st smoothe almost any seams and dents; never"
7990	"mind how hard the metal, blacksmith?

Aye, sir, I think I can; all seams and dents but one.

Look ye here, then, cried Ahab, passionately advancing, and leaning
with both hands on Perth's shoulders; look ye here--HERE--can ye"
7991	"smoothe out a seam like this, blacksmith, sweeping one hand across
his ribbed brow; if thou could'st, blacksmith, glad enough would I"
7992	lay my head upon thy anvil, and feel thy heaviest hammer between my
7993	"eyes.  Answer!  Can'st thou smoothe this seam?

Oh! that is the one, sir!  Said I not all seams and dents but one?

Aye, blacksmith, it is the one; aye, man, it is unsmoothable; for"
7994	though thou only see'st it here in my flesh, it has worked down into
7995	the bone of my skull--THAT is all wrinkles!  But, away with child's
7996	"play; no more gaffs and pikes to-day.  Look ye here! jingling the
leathern bag, as if it were full of gold coins.  I, too, want a"
7997	harpoon made; one that a thousand yoke of fiends could not part,
7998	Perth; something that will stick in a whale like his own fin-bone.
7999	There's the stuff, flinging the pouch upon the anvil.  Look ye,
8000	blacksmith, these are the gathered nail-stubbs of the steel shoes of
8001	"racing horses.

Horse-shoe stubbs, sir?  Why, Captain Ahab, thou hast here, then,"
8002	"the best and stubbornest stuff we blacksmiths ever work.

I know it, old man; these stubbs will weld together like glue from"
8003	the melted bones of murderers.  Quick! forge me the harpoon.  And
8004	forge me first, twelve rods for its shank; then wind, and twist, and
8005	hammer these twelve together like the yarns and strands of a
8006	"tow-line.  Quick!  I'll blow the fire.

When at last the twelve rods were made, Ahab tried them, one by one,
by spiralling them, with his own hand, round a long, heavy iron bolt.
A flaw! rejecting the last one.  Work that over again, Perth.

This done, Perth was about to begin welding the twelve into one, when
Ahab stayed his hand, and said he would weld his own iron.  As, then,
with regular, gasping hems, he hammered on the anvil, Perth passing
to him the glowing rods, one after the other, and the hard pressed
forge shooting up its intense straight flame, the Parsee passed
silently, and bowing over his head towards the fire, seemed invoking
some curse or some blessing on the toil.  But, as Ahab looked up, he
slid aside.

What's that bunch of lucifers dodging about there for? muttered
Stubb, looking on from the forecastle.  That Parsee smells fire like"
8007	"a fusee; and smells of it himself, like a hot musket's powder-pan.

At last the shank, in one complete rod, received its final heat; and
as Perth, to temper it, plunged it all hissing into the cask of water
near by, the scalding steam shot up into Ahab's bent face.

Would'st thou brand me, Perth? wincing for a moment with the pain;
have I been but forging my own branding-iron, then?

Pray God, not that; yet I fear something, Captain Ahab.  Is not this"
8008	"harpoon for the White Whale?

For the white fiend!  But now for the barbs; thou must make them"
8009	thyself, man.  Here are my razors--the best of steel; here, and make
8010	"the barbs sharp as the needle-sleet of the Icy Sea.

For a moment, the old blacksmith eyed the razors as though he would
fain not use them.

Take them, man, I have no need for them; for I now neither shave,"
8011	"sup, nor pray till--but here--to work!

Fashioned at last into an arrowy shape, and welded by Perth to the
shank, the steel soon pointed the end of the iron; and as the
blacksmith was about giving the barbs their final heat, prior to
tempering them, he cried to Ahab to place the water-cask near.

No, no--no water for that; I want it of the true death-temper."
8012	Ahoy, there!  Tashtego, Queequeg, Daggoo!  What say ye, pagans!  Will
8013	"ye give me as much blood as will cover this barb? holding it high
up.  A cluster of dark nods replied, Yes.  Three punctures were made
in the heathen flesh, and the White Whale's barbs were then tempered.

Ego non baptizo te in nomine patris, sed in nomine diaboli!
deliriously howled Ahab, as the malignant iron scorchingly devoured
the baptismal blood.

Now, mustering the spare poles from below, and selecting one of
hickory, with the bark still investing it, Ahab fitted the end to the
socket of the iron.  A coil of new tow-line was then unwound, and
some fathoms of it taken to the windlass, and stretched to a great
tension.  Pressing his foot upon it, till the rope hummed like a
harp-string, then eagerly bending over it, and seeing no strandings,
Ahab exclaimed, Good! and now for the seizings.

At one extremity the rope was unstranded, and the separate spread
yarns were all braided and woven round the socket of the harpoon; the
pole was then driven hard up into the socket; from the lower end the
rope was traced half-way along the pole's length, and firmly secured
so, with intertwistings of twine.  This done, pole, iron, and
rope--like the Three Fates--remained inseparable, and Ahab moodily
stalked away with the weapon; the sound of his ivory leg, and the
sound of the hickory pole, both hollowly ringing along every plank.
But ere he entered his cabin, light, unnatural, half-bantering, yet
most piteous sound was heard.  Oh, Pip! thy wretched laugh, thy
idle but unresting eye; all thy strange mummeries not unmeaningly
blended with the black tragedy of the melancholy ship, and mocked it!



CHAPTER 114

The Gilder.


Penetrating further and further into the heart of the Japanese
cruising ground, the Pequod was soon all astir in the fishery.
Often, in mild, pleasant weather, for twelve, fifteen, eighteen, and
twenty hours on the stretch, they were engaged in the boats, steadily
pulling, or sailing, or paddling after the whales, or for an
interlude of sixty or seventy minutes calmly awaiting their uprising;
though with but small success for their pains.

At such times, under an abated sun; afloat all day upon smooth, slow
heaving swells; seated in his boat, light as a birch canoe; and so
sociably mixing with the soft waves themselves, that like
hearth-stone cats they purr against the gunwale; these are the times
of dreamy quietude, when beholding the tranquil beauty and brilliancy
of the ocean's skin, one forgets the tiger heart that pants beneath
it; and would not willingly remember, that this velvet paw but
conceals a remorseless fang.

These are the times, when in his whale-boat the rover softly feels a
certain filial, confident, land-like feeling towards the sea; that he
regards it as so much flowery earth; and the distant ship revealing
only the tops of her masts, seems struggling forward, not through
high rolling waves, but through the tall grass of a rolling prairie:
as when the western emigrants' horses only show their erected ears,
while their hidden bodies widely wade through the amazing verdure.

The long-drawn virgin vales; the mild blue hill-sides; as over these
there steals the hush, the hum; you almost swear that play-wearied
children lie sleeping in these solitudes, in some glad May-time, when
the flowers of the woods are plucked.  And all this mixes with your
most mystic mood; so that fact and fancy, half-way meeting,
interpenetrate, and form one seamless whole.

Nor did such soothing scenes, however temporary, fail of at least as
temporary an effect on Ahab.  But if these secret golden keys did
seem to open in him his own secret golden treasuries, yet did his
breath upon them prove but tarnishing.

Oh, grassy glades! oh, ever vernal endless landscapes in the soul; in
ye,--though long parched by the dead drought of the earthy
life,--in ye, men yet may roll, like young horses in new morning
clover; and for some few fleeting moments, feel the cool dew of the
life immortal on them.  Would to God these blessed calms would last.
But the mingled, mingling threads of life are woven by warp and woof:
calms crossed by storms, a storm for every calm.  There is no steady
unretracing progress in this life; we do not advance through fixed
gradations, and at the last one pause:--through infancy's unconscious
spell, boyhood's thoughtless faith, adolescence' doubt (the common
doom), then scepticism, then disbelief, resting at last in manhood's
pondering repose of If.  But once gone through, we trace the round
again; and are infants, boys, and men, and Ifs eternally.  Where lies
the final harbor, whence we unmoor no more?  In what rapt ether sails
the world, of which the weariest will never weary?  Where is the
foundling's father hidden?  Our souls are like those orphans whose
unwedded mothers die in bearing them: the secret of our paternity
lies in their grave, and we must there to learn it.

And that same day, too, gazing far down from his boat's side into
that same golden sea, Starbuck lowly murmured:--

Loveliness unfathomable, as ever lover saw in his young bride's"
8014	eye!--Tell me not of thy teeth-tiered sharks, and thy kidnapping
8015	cannibal ways.  Let faith oust fact; let fancy oust memory; I look
8016	"deep down and do believe.

And Stubb, fish-like, with sparkling scales, leaped up in that same
golden light:--

I am Stubb, and Stubb has his history; but here Stubb takes oaths"
